medcodeid	Term	six_month	three_month	unambiguous	twelve_month_rev	possible_gdm	context_dep	index
928581000006111	type 2 diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	329
12702401000006118	mononeuropathy associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	330
928531000006110	type i diabetes mellitus with ketoacidotic coma	NA	NA	1	NA	NA	NA	331
928521000006112	type 1 diabetes mellitus with ketoacidotic coma	NA	NA	1	NA	NA	NA	332
12704981000006112	diabetic retinopathy associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	333
7287611000006113	type 1 diabetes mellitus uncontrolled	NA	NA	1	NA	NA	NA	334
12705001000006120	exudative maculopathy associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	335
928571000006113	type ii diabetes mellitus with persistent microalbuminuria	NA	NA	1	NA	NA	NA	336
928561000006118	type 2 diabetes mellitus with persistent microalbuminuria	NA	NA	1	NA	NA	NA	337
84731000006111	type i diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	338
913551000006116	type i diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	339
12705011000006116	exudative maculopathy associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	340
12704991000006114	ketoacidotic coma in type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	341
281211000006117	non-insulin dependent diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	342
4796321000006113	pre-existing type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	343
928511000006116	type i diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	344
928501000006119	type 1 diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	345
4758011000006112	type 2 diabetes mellitus with hyperosmolar coma	NA	NA	1	NA	NA	NA	346
914391000006116	insulin treated type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	347
840951000006119	insulin treated type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	348
7500201000006115	mody1	NA	NA	1	NA	NA	NA	349
5109631000006110	mody2	NA	NA	1	NA	NA	NA	350
1968641000006114	maturity onset diabetes of the young type 5	NA	NA	1	NA	NA	NA	351
4757991000006116	type 1 diabetes mellitus with hyperosmolar coma	NA	NA	1	NA	NA	NA	352
2476117016	maturity onset diabetes in youth type 1	NA	NA	1	NA	NA	NA	353
7500191000006118	maturity onset diabetes of the young, type 1	NA	NA	1	NA	NA	NA	354
5109561000006119	maturity onset diabetes of the young, type 2	NA	NA	1	NA	NA	NA	355
6970621000006114	peripheral circulatory disorder associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	356
483886014	maturity onset diabetes in youth	NA	NA	1	NA	NA	NA	357
483882011	diabetes mellitus autosomal dominant	NA	NA	1	NA	NA	NA	358
12704951000006116	diabetic retinopathy associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	359
12702361000006112	diabetic cataract associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	360
928461000006119	type 1 diabetes mellitus with persistent proteinuria	NA	NA	1	NA	NA	NA	361
928471000006114	type i diabetes mellitus with persistent proteinuria	NA	NA	1	NA	NA	NA	362
297510017	diabetic mononeuritis nos	NA	NA	1	NA	NA	NA	363
297492014	diabetic mononeuritis multiplex	NA	NA	1	NA	NA	NA	364
297550019	acute painful diabetic neuropathy	NA	NA	1	NA	NA	NA	365
297551015	chronic painful diabetic neuropathy	NA	NA	1	NA	NA	NA	366
297552010	asymptomatic diabetic neuropathy	NA	NA	1	NA	NA	NA	367
297754014	preproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	368
297755010	advanced diabetic maculopathy	NA	NA	1	NA	NA	NA	369
297964010	diabetic iritis	NA	NA	1	NA	NA	NA	370
4542241000006119	history of insulin therapy	NA	NA	NA	NA	NA	1	371
5990991000006114	history of admission in last year for diabetes foot problem	NA	NA	1	NA	NA	NA	372
299191000000110	insulin needles changed daily	NA	NA	NA	NA	NA	1	373
299211000000114	insulin needles changed for each injection	NA	NA	NA	NA	NA	1	374
299261000000111	diabetic 6 month review	1	NA	NA	NA	NA	NA	375
967701000006116	lipoatrophic diabetes mellitus	NA	NA	1	NA	NA	NA	376
4392141000006116	lipoatrophic diabetes	NA	NA	1	NA	NA	NA	377
317347010	[d]gangrene of toe in diabetic	NA	NA	1	NA	NA	NA	378
317348017	[d]widespread diabetic foot gangrene	NA	NA	1	NA	NA	NA	379
2548271013	diabetes care plan agreed	NA	NA	1	NA	NA	NA	380
2288011000000114	type i diabetes mellitus in remission	NA	NA	1	NA	NA	NA	381
2288061000000111	type ii diabetes mellitus in remission	NA	NA	1	NA	NA	NA	382
2288071000000116	type 2 diabetes mellitus in remission	NA	NA	1	NA	NA	NA	383
2287971000000119	diabetes mellitus in remission	NA	NA	1	NA	NA	NA	384
2288041000000110	type 1 diabetes mellitus in remission	NA	NA	1	NA	NA	NA	385
293759015	[x]unspecified diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	386
771501000006119	insulin-dependent diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	387
771391000006117	insulin dependent diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	388
292495016	other specified diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	389
913831000006114	insulin dependent diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	390
292496015	diabetes mellitis with nephropathy nos	NA	NA	1	NA	NA	NA	391
616461000006112	diabetes mellitus with renal manifestation	NA	NA	1	NA	NA	NA	392
913441000006119	insulin-dependent diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	393
84761000006119	type i diabetes mellitus with neuropathic arthropathy	NA	NA	1	NA	NA	NA	394
84391000006111	type 1 diabetes mellitus with neuropathic arthropathy	NA	NA	1	NA	NA	NA	395
459296014	type 1 diabetes mellitus with neuropathic arthropathy	NA	NA	1	NA	NA	NA	396
459295013	type i diabetes mellitus with neuropathic arthropathy	NA	NA	1	NA	NA	NA	397
301161000000113	insulin needles changed less than once a day	NA	NA	1	NA	NA	NA	398
8022441000006118	neuropathic arthropathy due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	399
472901000000116	insulin dose changed	NA	NA	1	NA	NA	NA	400
616501000006112	diabetes mellitus, adult onset, + unspecified complication	NA	NA	1	NA	NA	NA	401
6982151000006118	disorder due to type ii diabetes mellitus	NA	NA	1	NA	NA	NA	402
8022461000006119	diabetic neuropathic arthropathy due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	403
4788421000006117	nephrotic syndrome due to diabetes mellitus	NA	NA	1	NA	NA	NA	404
84981000006114	type ii diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	405
84921000006110	type ii diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	406
914271000006114	type ii diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	407
914041000006111	type ii diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	408
302011	diabetic peripheral angiopathy	NA	NA	1	NA	NA	NA	409
8022471000006114	diabetes mellitus type 1 with diabetic charcots arthropathy	NA	NA	1	NA	NA	NA	410
281161000006114	non-insulin depend diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	411
6959811000006110	diabetes type 2 with cataract	NA	NA	1	NA	NA	NA	412
641581000006115	non-insulin-dependent diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	413
6982521000006119	diabetes type 2 with retinopathy	NA	NA	1	NA	NA	NA	414
6972451000006115	diabetes type 1 with neurological disorder	NA	NA	1	NA	NA	NA	415
6961101000006114	diabetes type 1 with gangrene	NA	NA	1	NA	NA	NA	416
280531000006119	non-insulin dependent diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	417
914261000006119	type 2 diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	418
84551000006113	type 2 diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	419
6960441000006112	diabetes type 1 with retinopathy	NA	NA	1	NA	NA	NA	420
6969931000006116	diabetes type 2 with neurological disorder	NA	NA	1	NA	NA	NA	421
6980441000006114	diabetes type 1 with cataract	NA	NA	1	NA	NA	NA	422
6977431000006113	diabetes type 2 with ketoacidosis	NA	NA	1	NA	NA	NA	423
6965571000006111	diabetes mellitus type 1 with ketoacidotic coma	NA	NA	1	NA	NA	NA	424
6979251000006110	diabetes mellitus type 2 with ketoacidotic coma	NA	NA	1	NA	NA	NA	425
6951091000006110	diabetes type 1 with ketoacidosis	NA	NA	1	NA	NA	NA	426
5109461000006115	diabetes type 2 on insulin	NA	NA	1	NA	NA	NA	427
303846016	nephrotic syndrome in diabetes mellitus	NA	NA	1	NA	NA	NA	428
303847013	kimmelstiel - wilson disease	NA	NA	1	NA	NA	NA	429
306113018	pre-existing diabetes mellitus, non-insulin-dependent	NA	NA	1	NA	NA	NA	430
306114012	pre-existing malnutrition-related diabetes mellitus	NA	NA	1	NA	NA	NA	431
283544013	admit diabetic emergency	NA	NA	1	NA	NA	NA	432
308360012	cellulitis in diabetic foot	NA	NA	1	NA	NA	NA	433
309177010	ischaemic ulcer diabetic foot	NA	NA	1	NA	NA	NA	434
4807571000006117	ischemic ulcer diabetic foot	NA	NA	1	NA	NA	NA	435
309179013	neuropathic diabetic ulcer - foot	NA	NA	1	NA	NA	NA	436
309180011	mixed diabetic ulcer - foot	NA	NA	1	NA	NA	NA	437
4808881000006117	diabetic hand syndrome	NA	NA	1	NA	NA	NA	438
4808891000006119	diabetic cheirarthropathy	NA	NA	1	NA	NA	NA	439
309737011	diabetic cheiroarthropathy	NA	NA	1	NA	NA	NA	440
309738018	diabetic cheiropathy	NA	NA	1	NA	NA	NA	441
616971000006114	diabetic charcot arthropathy	NA	NA	1	NA	NA	NA	442
772131000006111	insulin dependent diab mell with neuropathic arthropathy	NA	NA	1	NA	NA	NA	443
4808921000006113	diabetic neuropathic arthropathy	NA	NA	1	NA	NA	NA	444
913981000006115	insulin dependent diab mell with neuropathic arthropathy	NA	NA	1	NA	NA	NA	445
6763741000006116	dm caused by non-steroid drug	NA	NA	1	NA	NA	NA	446
6837991000006112	diabetes mellitus caused by non-steroid drugs without complication	NA	NA	1	NA	NA	NA	447
6763751000006119	diabetes mellitus caused by non-steroid drugs	NA	NA	1	NA	NA	NA	448
913811000006115	type 1 diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	449
84421000006115	type 1 diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	450
7708091000006118	polyneuropathy due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	451
12705071000006112	gastroparesis due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	452
914251000006116	type ii diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	453
84971000006111	type ii diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	454
280541000006112	non-insulin dependent diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	455
84601000006110	type 2 diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	456
914241000006118	type 2 diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	457
7708051000006112	gastroparesis due to diabetes mellitus type i	NA	NA	1	NA	NA	NA	458
12705081000006112	gastroparesis due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	459
7708121000006119	polyneuropathy due to diabetes mellitus type ii	NA	NA	1	NA	NA	NA	460
7708071000006119	gastroparesis due to diabetes mellitus type ii	NA	NA	1	NA	NA	NA	461
84791000006110	type i diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	462
913821000006111	type i diabetes mellitus with polyneuropathy	NA	NA	1	NA	NA	NA	463
6953901000006115	dka - diabetic ketoacidosis	NA	NA	1	NA	NA	NA	464
8014491000006111	peripheral vascular disease due to type i diabetes	NA	NA	1	NA	NA	NA	465
4392211000006114	diabetes with peripheral circulatory disorder	NA	NA	1	NA	NA	NA	466
4392221000006118	peripheral angiopathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	467
913931000006116	type 1 diabetes mellitus with peripheral angiopathy	NA	NA	1	NA	NA	NA	468
913941000006114	type i diabetes mellitus with peripheral angiopathy	NA	NA	1	NA	NA	NA	469
84781000006112	type i diabetes mellitus with peripheral angiopathy	NA	NA	1	NA	NA	NA	470
84411000006111	type 1 diabetes mellitus with peripheral angiopathy	NA	NA	1	NA	NA	NA	471
280511000006113	non-insulin dependent diabetes mellitus with hypoglyca coma	NA	NA	1	NA	NA	NA	472
11927561000006118	hypoglycemic coma co-occurrent and due to diabetes mellitus type ii	NA	NA	1	NA	NA	NA	473
459169018	type ii diabetes mellitus with hypoglycaemic coma	NA	NA	1	NA	NA	NA	474
459167016	type 2 diabetes mellitus with hypoglycaemic coma	NA	NA	1	NA	NA	NA	475
84891000006116	type ii diabetes mellitus with hypoglycaemic coma	NA	NA	1	NA	NA	NA	476
84521000006116	type 2 diabetes mellitus with hypoglycaemic coma	NA	NA	1	NA	NA	NA	477
3128741000006119	diabetic lumbosacral radiculoplexus neuropathy	NA	NA	1	NA	NA	NA	478
2460251000000115	diabetic on non-insulin injectable medication	NA	NA	1	NA	NA	NA	479
7281511000006118	type 2 diabetes mellitus uncontrolled	NA	NA	1	NA	NA	NA	480
7500341000006113	mody5 - maturity-onset diabetes of the young type 5	NA	NA	1	NA	NA	NA	481
7500351000006110	renal cysts and diabetes syndrome	NA	NA	1	NA	NA	NA	482
7063141000006118	diabetes mellitus co-occurrent and due to cystic fibrosis	NA	NA	1	NA	NA	NA	483
345486016	diabetic neuropathy	NA	NA	1	NA	NA	NA	484
345487013	diabetes mellitus with neuropathy	NA	NA	1	NA	NA	NA	485
345492010	diabetic mononeuropathy	NA	NA	1	NA	NA	NA	486
771371000006118	insulin dependent diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	487
913771000006115	insulin dependent diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	488
347657010	diabetic maculopathy	NA	NA	1	NA	NA	NA	489
2474334019	diabetes clinical management plan	NA	NA	1	NA	NA	NA	490
84401000006113	type 1 diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	491
913481000006113	type 1 diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	492
12702381000006118	diabetic oculopathy due to type i diabetes mellitus	NA	NA	1	NA	NA	NA	493
3537388019	diabetic oculopathy due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	494
354508018	clinical diabetic nephropathy	NA	NA	1	NA	NA	NA	495
354509014	proteinuric diabetic nephropathy	NA	NA	1	NA	NA	NA	496
840971000006112	diabetes mellitus autosomal dominant type 2	NA	NA	1	NA	NA	NA	497
5109581000006112	maturity onset diabetes in youth type ii	NA	NA	1	NA	NA	NA	498
5109591000006110	mody - maturity onset diabetes in youth type ii	NA	NA	1	NA	NA	NA	499
356085010	maturity onset diabetes in youth type 2	NA	NA	1	NA	NA	NA	500
5109611000006116	mody - maturity onset diabetes in youth type 2	NA	NA	1	NA	NA	NA	501
5109621000006112	mody - maturity onset diabetes glucokinase-related	NA	NA	1	NA	NA	NA	502
771361000006113	insulin dependent diabetes mellitus with hypoglycaemic coma	NA	NA	1	NA	NA	NA	503
459162010	insulin dependent diabetes mellitus with hypoglycaemic coma	NA	NA	1	NA	NA	NA	504
5110071000006112	hypoglycaemic event in diabetes	NA	NA	1	NA	NA	NA	505
5110081000006110	hypoglycemic event in diabetes	NA	NA	1	NA	NA	NA	506
358035014	insulin lipohypertrophy	NA	NA	1	NA	NA	NA	507
358036010	insulin site lipohypertrophy	NA	NA	1	NA	NA	NA	508
216195015	diabetes care by hospital only	NA	NA	1	NA	NA	NA	509
12183221000006110	cataract co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	510
12336121000006110	cataract co-occurrent and due to diabetes mellitus type 1	NA	NA	1	NA	NA	NA	511
12220711000006112	iritis co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	512
12332111000006116	cataract co-occurrent and due to diabetes mellitus type 2	NA	NA	1	NA	NA	NA	513
12336861000006110	disorder of nervous system co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	514
12174811000006112	disorder of eye co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	515
913471000006110	insulin-dependent diabetes mellitus with ophthalmic comps	NA	NA	1	NA	NA	NA	516
771491000006110	insulin-dependent diabetes mellitus with ophthalmic comps	NA	NA	1	NA	NA	NA	517
616421000006118	diabetes mellitus with ophthalmic manifestation	NA	NA	1	NA	NA	NA	518
616391000006114	diabetes mellitus with neurological manifestation	NA	NA	1	NA	NA	NA	519
771481000006112	insulin-dependent diabetes mellitus with neurological comps	NA	NA	1	NA	NA	NA	520
913501000006115	insulin-dependent diabetes mellitus with neurological comps	NA	NA	1	NA	NA	NA	521
12218501000006114	disorder of kidney co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	522
12335981000006116	peripheral vascular disorder co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	523
616441000006113	diabetes mellitus with peripheral circulatory disorder	NA	NA	1	NA	NA	NA	524
12220721000006116	iritis due to diabetes mellitus	NA	NA	1	NA	NA	NA	525
12183231000006112	cataract due to diabetes mellitus	NA	NA	1	NA	NA	NA	526
84691000006115	type i diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	527
913911000006110	type i diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	528
914301000006111	type 2 diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	529
84871000006117	type ii diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	530
914311000006114	type ii diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	531
84501000006114	type 2 diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	532
12166101000006120	retinopathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	533
12166111000006116	retinopathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	534
12295441000006116	nonproliferative retinopathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	535
12224751000006116	severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	536
12220681000006112	preproliferative retinopathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	537
12221241000006112	disorder of macula co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	538
12221251000006114	maculopathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	539
12086281000006112	diabetic maculopathy of right eye	NA	NA	1	NA	NA	NA	540
12086291000006112	maculopathy of right eye due to diabetes mellitus	NA	NA	1	NA	NA	NA	541
12086301000006112	disorder of right macula co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	542
12086321000006120	maculopathy of left eye due to diabetes mellitus	NA	NA	1	NA	NA	NA	543
12086331000006116	diabetic maculopathy of left eye	NA	NA	1	NA	NA	NA	544
12086341000006114	disorder of left macula co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	545
12220691000006114	advanced maculopathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	546
12224761000006116	severe npdr (nonproliferative diabetic retinopathy)	NA	NA	1	NA	NA	NA	547
84751000006116	type i diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	548
913521000006113	type i diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	549
12334621000006112	neurological disorder co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	550
12334131000006118	neurological disorder co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	551
914071000006115	type 2 diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	552
84931000006113	type ii diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	553
914081000006117	type ii diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	554
280591000006115	non-insulin-dependent diabetes mellitus with neuro comps	NA	NA	1	NA	NA	NA	555
84561000006110	type 2 diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	556
12221111000006120	neuropathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	557
12185421000006112	polyneuropathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	558
12185431000006112	polyneuropathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	559
12363721000006110	polyneuropathy co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	560
12363731000006112	polyneuropathy co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	561
12221151000006118	mononeuropathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	562
84721000006113	type i diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	563
913791000006119	type i diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	564
12331061000006114	mononeuropathy co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	565
914231000006111	type ii diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	566
280521000006117	non-insulin dependent diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	567
84901000006117	type ii diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	568
12220641000006116	mononeuritis multiplex co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	569
12220651000006116	mononeuritis multiplex with diabetes mellitus	NA	NA	1	NA	NA	NA	570
12180761000006118	dlrpn - diabetic lumbosacral radiculoplexus neuropathy	NA	NA	1	NA	NA	NA	571
12180771000006112	lumbosacral radiculoplexus neuropathy with diabetes mellitus	NA	NA	1	NA	NA	NA	572
12180781000006112	lumbosacral radiculoplexus neuropathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	573
12180791000006114	diabetic lumbosacral plexopathy	NA	NA	1	NA	NA	NA	574
12186011000006116	autonomic neuropathy with diabetes mellitus	NA	NA	1	NA	NA	NA	575
12186021000006112	autonomic neuropathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	576
12220661000006118	asymptomatic neuropathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	577
12220671000006112	asymptomatic neuropathy with diabetes mellitus	NA	NA	1	NA	NA	NA	578
1667941000000112	type i diabetes mellitus with gastroparesis	NA	NA	1	NA	NA	NA	579
299601000000114	type 1 diabetes mellitus with gastroparesis	NA	NA	1	NA	NA	NA	580
12363671000006118	gastroparesis co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	581
12363691000006116	gastroparesis co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	582
1667921000000117	type ii diabetes mellitus with gastroparesis	NA	NA	1	NA	NA	NA	583
299621000000117	type 2 diabetes mellitus with gastroparesis	NA	NA	1	NA	NA	NA	584
12220701000006114	advanced maculopathy with diabetes mellitus	NA	NA	1	NA	NA	NA	585
2159980012	o/e - left eye diabetic maculopathy	NA	NA	1	NA	NA	NA	586
12221261000006112	maculopathy with diabetes mellitus	NA	NA	1	NA	NA	NA	587
2159979014	o/e - right eye diabetic maculopathy	NA	NA	1	NA	NA	NA	588
12224581000006118	advanced retinal disease co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	589
12224591000006116	advanced retinal disease with diabetes mellitus	NA	NA	1	NA	NA	NA	590
12370281000006118	disorder of eye co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	591
913491000006111	type i diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	592
84771000006114	type i diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	593
914061000006110	type ii diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	594
84581000006117	type 2 diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	595
914051000006113	type 2 diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	596
587111000006111	non-insulin-dependent diabetes mellitus with ophthalm comps	NA	NA	1	NA	NA	NA	597
84951000006118	type ii diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	598
12336881000006116	disorder of eye co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	599
12332761000006118	mononeuropathy co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	600
12331231000006110	exudative maculopathy co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	601
938301000006114	type 1 diabetes mellitus with exudative maculopathy	NA	NA	1	NA	NA	NA	602
938331000006118	type ii diabetes mellitus with exudative maculopathy	NA	NA	1	NA	NA	NA	603
12335681000006112	exudative maculopathy co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	604
12332281000006120	retinopathy co-occurrent and due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	605
84811000006114	type i diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	606
84441000006110	type 1 diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	607
913661000006118	type 1 diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	608
913671000006113	type i diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	609
12336541000006114	retinopathy co-occurrent and due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	610
84991000006112	type ii diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	611
914151000006112	type 2 diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	612
914161000006114	type ii diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	613
84621000006117	type 2 diabetes mellitus with retinopathy	NA	NA	1	NA	NA	NA	614
12189881000006112	proliferative retinopathy with diabetes mellitus	NA	NA	1	NA	NA	NA	615
12189891000006110	pdr - proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	616
12189901000006114	proliferative retinopathy co-occurrent and due to diabetes mellitus	NA	NA	1	NA	NA	NA	617
399419012	myasthenic syndrome due to diabetic amyotrophy	NA	NA	1	NA	NA	NA	618
777231000006119	injection sites - diabetic	NA	NA	1	NA	NA	NA	619
913681000006111	insulin dependent diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	620
264716012	diabetic - poor control nos	NA	NA	1	NA	NA	NA	621
772181000006112	insulin dependent diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	622
401531012	diabetic - poor control	NA	NA	1	NA	NA	NA	623
764191000006112	foot abnormality - diabetes related	NA	NA	1	NA	NA	NA	624
764201000006110	foot abnormality - diabetes related	NA	NA	1	NA	NA	NA	625
5634901000006116	diabetic foot	NA	NA	1	NA	NA	NA	626
292503016	diabetes mellitus nos with ophthalmic manifestation	NA	NA	1	NA	NA	NA	627
13771000006110	other specified diabetes mellitus with ophthalmic complicatn	NA	NA	1	NA	NA	NA	628
12704401000006110	diabetic oculopathy	NA	NA	1	NA	NA	NA	629
2900941000006117	ophthalmic manifestations of diabetes	NA	NA	1	NA	NA	NA	630
2900951000006115	diabetic eye disease	NA	NA	1	NA	NA	NA	631
429970018	unstable type i diabetes mellitus	NA	NA	1	NA	NA	NA	632
72721000006113	unstable type i diabetes mellitus	NA	NA	1	NA	NA	NA	633
72711000006117	unstable type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	634
429971019	unstable type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	635
12703991000006112	[x]unspecified diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	636
616381000006111	diabetes mellitus with ketoacidotic coma	NA	NA	1	NA	NA	NA	637
2920961000006110	diabetic coma with ketoacidosis	NA	NA	1	NA	NA	NA	638
2920971000006115	diabetic acidosis with coma	NA	NA	1	NA	NA	NA	639
2920981000006117	diabetic coma	NA	NA	1	NA	NA	NA	640
451410016	o/e - right diabetic foot at risk	NA	NA	1	NA	NA	NA	641
451411017	o/e - left diabetic foot at risk	NA	NA	1	NA	NA	NA	642
