medcodeid	Term	delivery
372221000000111	14 - 20 weeks gestational age	NA
372241000000116	9 - 13 weeks gestational age	NA
372261000000115	Under 9 weeks gestational age	NA
372281000000112	Finding of gestational age	NA
372301000000113	Gestational age NOS	NA
373602019	Lecithin - amniotic	NA
373603012	Sphingomyelin -amniotic	NA
373730011	Unconjugated oestriol level	NA
375691000000117	Transfer of embryo to uterus	NA
379921000000110	Other specified routine obstetric scan	NA
379941000000115	Other specified other non routine obstetric scan	NA
380021000000114	Non routine obstetric scan for fetal observations NOS	NA
380121000000113	Obstetric Doppler studies NOS	NA
380181000000114	Obstetric ultrasound monitoring NOS	NA
38051000006119	Other amniotic/membrane problem with antenatal problem	NA
381101000000113	Delivery of rehabilitation for trauma NEC	NA
381941000000114	Delivery of a fraction of intracavitary radiotherapy	NA
381961000000110	Radiotherapy delivery NOS	NA
384471000006116	[X]Failed medical abortion,wth other+unspcfied complications	NA
385981000000115	Fetal biometry	NA
386021000000111	Routine obstetric scan NOS	NA
386041000000116	Other non routine obstetric scan NOS	NA
386061000000115	Other specified obstetric Doppler studies	NA
386081000000112	Doppler ultrasound scan of middle cerebral artery of foetus	NA
386101000000118	Other specified obstetric ultrasound monitoring	NA
386811000006118	Fetal or neonatal effect of placental disorder	NA
386881000006113	[X]Fetus+newborn affectd/other abnormalities/chorion+amnion	NA
386911000006113	Fetal or neonatal effect of compression of umbilical cord	NA
386941000006112	Fetal or neonatal effect of placental separation and/or haemorrhage	NA
386951000006114	Fetal or neonatal effect of complication of labour and/or delivery	NA
3869671000006113	Classical caesarean section	NA
387371000000114	Delivery of exclusively oral chemotherapy for neoplasm	NA
387871000000117	Other specified delivery of chemotherapy for neoplasm	NA
387891000000118	Other specified delivery of oral chemotherapy for neoplasm	NA
394472013	Fetus and gravid uterus operations	NA
394475010	Diagnostic percutaneous examination of fetus	NA
394476011	Diagnostic amniocentesis	NA
394483016	Surgical induction of labour NOS	NA
394491013	Obstetric monitoring	NA
394701000006116	[X]Labour and delivery complicated by fetal stress, unspecified	NA
394711000006118	[X]Labour and delivery complicated by other evidence of fetal distress	NA
394721000006114	[X]Labour+delivery complicated by other cord complications	NA
394731000006112	[X]Labour+delivery complicated by other cord entanglement	NA
3952341000006118	Delivery by Kielland rotation	NA
3952361000006119	KRFD - Kielland's rotational forceps delivery	NA
3952371000006114	Kielland's rotational forceps delivery	NA
3960501000006117	High forceps delivery	NA
396881000006112	[X]Maternal care related to the fetus and amniotic cavity and possible delivery problems	NA
396891000006110	[X]Maternal care/(suspected)damage/fetus/oth medicl procedur	NA
396901000006114	[X]Maternal care/known or suspected fetal problem,unspecifd	NA
396911000006112	[X]Maternal care/oth spcf known or suspected fetal problems	NA
397854016	H/O: full term delivery	NA
398335013	Other haemorrhage in early pregnancy	NA
398341018	Antepartum haemorrhage with coagulation defect	NA
398342013	Pre-eclampsia	NA
398343015	Premature or threatened labour	NA
398347019	Unspecified renal disease in pregnancy	NA
398348012	Genitourinary tract infections in pregnancy	NA
398349016	Genitourinary tract infection in pregnancy	NA
398353019	Transverse lie NOS	NA
398355014	Other fetal abnormality causing disproportion	NA
398357018	Congenital abnormality of uterus affecting obstetric care	NA
398358011	Congenital abnormality of uterus - baby delivered	NA
398366019	Tumour of uterine body affecting obstetric care	NA
398367011	Tumour of uterine body - baby delivered	NA
398379011	Other uterine/pelvic floor abnormality - baby delivered	NA
398390018	Vaginal abnormality affecting obstetric care	NA
398391019	Vaginal abnormality - baby delivered	NA
398398013	Vulval abnormality - baby delivered	NA
398403014	Fetus with central nervous system malformation	NA
398404015	Fetus with chromosomal abnormality	NA
398405019	Fetus with viral damage via mother	NA
398406018	Foetal damage from disease in the mother	NA
398408017	Fetal distress - affecting management	NA
398410015	Labor and delivery complicated by fetal heart rate anomaly	NA
398415013	Other placental conditions	NA
398424016	Trauma to perineum and vulva during delivery	NA
398425015	Vulval and perineal haematoma during delivery	NA
401465011	Misc. antenatal data	NA
401467015	Fetal movements felt	NA
401474013	Barts test	NA
401475014	Outcome of delivery	NA
401661010	Placental infarct	NA
401662015	Placental infarction	NA
402165017	Fetus affected by maternal toxaemia	NA
402171011	Fetus or neonate affected by maternal polyhydramnios	NA
402172016	Fetus affected by hydramnios	NA
402173014	Fetus affected by maternal death	NA
402175019	Fetus affected by malpresentation	NA
402182015	Fetus affected by placental abruption	NA
402183013	Fetus or neonate affected by abruptio placentae	NA
402188016	Fetus/neonate affected by placental abnormality NEC	NA
402191016	Fetus affected by breech delivery	NA
402202012	Foetal growth retardation	NA
402236018	Intrauterine fetal sepsis, unspecified	NA
402493013	O/E - fetal presentation	NA
402494019	O/E - presenting part	NA
402496017	O/E - presenting part station	NA
402497014	O/E - station of pres. part	NA
402498016	O/E - VE - descent of fetus	NA
402499012	O/E - VE - descent of P. part	NA
404531000006114	[X]Oth complicatn/spinl+epidur anaesths during lab+delivery	NA
404610016	Amniotic fluid for organism	NA
404991000006115	[X]Oth pulmonary complicatns/anaesthesia during lab+delivery	NA
405076011	Pregnancy benefits	NA
405120018	Early onset of delivery	NA
405122014	Malposition and malpresentation of fetus	NA
405123016	Other fetal malposition and malpresentation	NA
405161000006110	[X]Oth specif condition of integument specif to fetus/newb	NA
405741000006110	[X]Oth+unspc fail induc abortn,complict/delay/exces h'morrhg	NA
405751000006112	[X]Oth+unspcf failed inducd abort,complct gen tract+pelv inf	NA
405761000006114	[X]Oth+unspcf failed inducd abortn,wth oth+unspcf complicatn	NA
406321000006111	[X]Other and unspecif oedema specific to fetus and newborn	NA
407103016	History of past delivery	NA
407691000006115	[X]Other complications of anaesthesia during labour+delivery	NA
4081901000006112	Post-term delivery	NA
411106013	Simpson's forceps delivery	NA
411339016	Intrauterine hypoxia	NA
411392011	Cystitis of pregnancy	NA
411563011	H/O: normal delivery	NA
411564017	H/O: delivery no details	NA
411772018	Delivery booking place	NA
411793015	AFP test - antenatal	NA
411795010	Double test	NA
411796011	Triple test	NA
411818019	Amniotic fluid for C/S	NA
411941011	O/E - lie of fetus	NA
411942016	On examination - triplet presentation	NA
411943014	O/E - twin presentation	NA
411944015	O/E - PP free - not engaged	NA
411945019	O/E - presenting part engaged	NA
4123016	Failed forceps delivery	NA
412444014	Crown rump length	NA
4126051000006119	Maternal AND/OR foetal condition affecting labour AND/OR delivery	NA
4126061000006117	Maternal AND/OR fetal condition affecting labor AND/OR delivery	NA
412666014	Non-immune hydrops fetalis	NA
415251000006115	[X]Other specified disturbanc of temp regulation of newborn	NA
41651000006119	Orthopaedic disorder during pregnancy - baby not yet delivered	NA
417381000006111	[X]Other+unspcf failed induced abortion,complicated/embolism	NA
417391000006114	[X]Other+unspcf failed induced abortion,without complication	NA
417401000006111	[X]Other+unspcf genitourinary tract infection in pregnancy	NA
418852012	Phlegmasia alba dolens - obstetric	NA
418956014	Delivery - sex of baby	NA
420192012	Premature delivery	NA
42771000006110	Operations on gravid uterus	NA
428381000006118	[X]Supervision of pregnancy with other poor reproductive obstetric history	NA
429026013	Estimated date of delivery from last period	NA
4301491000006111	Number of deliveries	NA
435421000006116	Antenatal 12 weeks examination	NA
435441000006111	Antenatal 20 week examination	NA
435451000006113	Antenatal 24 week examination	NA
435461000006110	Antenatal 28 week examination	NA
435471000006115	Antenatal 30 week examination	NA
435481000006117	Antenatal 32 week examination	NA
435491000006119	Antenatal 34 week examination	NA
435501000006110	Antenatal 35 week examination	NA
435511000006113	Antenatal 36 week examination	NA
435521000006117	Antenatal 37 week examination	NA
435531000006119	Antenatal 38 week examination	NA
435541000006112	Antenatal 39 week examination	NA
435551000006114	Antenatal 40 week examination	NA
435561000006111	Antenatal 41 week examination	NA
435571000006116	A/N 42 week examination	NA
435581000006118	A/N amnio. for ? chrom.abnorm.	NA
435591000006115	A/N amnio. for ? neural tube	NA
435671000006117	A/N blood gp screen not done	NA
435681000006119	Antenatal blood group screening done	NA
435691000006116	A/N blood group screen NOS	NA
435701000006116	Antenatal booking examination	NA
435761000006115	A/N care: elderly primip.	NA
435781000006113	A/N care: gynae. risk	NA
435831000006116	A/N care: H/O trophoblast.dis.	NA
435861000006113	A/N care: multiparous, older than 35 years	NA
435871000006118	A/N care: obstetric risk	NA
435911000006115	A/N care: poor obstetric history	NA
435921000006111	A/N care: precious preg. NOS	NA
435941000006116	A/N care: primip. < 17 years	NA
435951000006119	A/N care: primiparous, older than 30 years	NA
436021000006116	A/N care:10yrs+since last preg	NA
436031000006118	Antenatal Rhesus antibody screening	NA
436041000006111	A/N Rh antibody screen NOS	NA
436051000006113	A/N Rh screen not offered	NA
436061000006110	Antenatal Rhesus screening offered	NA
436081000006117	Antenatal sickle cell screening done	NA
436091000006119	A/N sickle cell screen NOS	NA
436101000006113	A/N sickle screen not done	NA
436111000006111	A/N syphilis screen not done	NA
436151000006112	Antenatal ultrasound scan for possible abnormality	NA
436181000006116	A/N U/S scan normal +? dates	NA
437251000006118	Abnormal biochemical finding on antenatal screening of mother	NA
437261000006116	Abnormal chromosomal and genetic finding on antenatal screening of mother	NA
437271000006111	Abnormal cytological finding on antenatal screening of mother	NA
437301000006113	Abnormal finding on antenatal screening of mother	NA
437361000006114	Abnormal glucose tolerance test during pregnancy - baby delivered	NA
437371000006119	Abnormal glucose tolerance test during pregnancy - baby not yet delivered	NA
437391000006118	Abnormal glucose tolerance test in the puerperium - baby delivered during current episode of care	NA
437401000006116	Abnormal glucose tolerance test in the puerperium - baby delivered during previous episode of care	NA
437411000006118	Abnormal haematologic finding on antenatal screening of mother	NA
437521000006113	Abnormal radiological finding on antenatal screening of mother	NA
444045013	Forceps delivery	NA
445777014	Fetoscopy	NA
445779012	Diagnostic percutaneous examination of placenta	NA
445914015	Amniocentesis	NA
450823012	UTI - urinary tract infection in pregnancy	NA
451195018	Antenatal ultrasound scan at 22-40 weeks	NA
451447016	Varicose veins of legs in pregnancy	NA
451451019	Thrombophlebitis of legs in pregnancy	NA
451452014	Superficial thrombophlebitis in pregnancy	NA
451455011	Other phlebitis in pregnancy	NA
451457015	Haemorrhoids in pregnancy	NA
451459017	Venous complication of pregnancy, unspecified	NA
451486017	Possible pregnancy	NA
452906013	Spontaneous vertex delivery	NA
453214019	Abdominal pain in pregnancy	NA
453215018	Suspected macroscopic fetus	NA
453237013	[X]Cervicitis following delivery	NA
453238015	[X]Vaginitis following delivery	NA
453850018	A/N care midwifery led	NA
454182012	Delivery place planned	NA
454183019	Home delivery planned	NA
454192016	Pregnancy prolonged - 41 weeks	NA
4543221000006116	EDD - Expected date of delivery	NA
456055016	O/E - viable fetus	NA
456109016	Antenatal blood tests	NA
456408017	Maternal care for suspected chromosomal abnormality in fetus	NA
456410015	Maternal care for chromosomal abnormality in fetus	NA
456411016	Maternal care for damage to fetus from maternal rubella	NA
456413018	Maternal care for fetal abnormality and damage, unspecified	NA
456796014	Maternal care for fetal bradycardia during pregnancy	NA
456797017	Maternal care for reduced fetal heart rate during pregnancy	NA
456810012	Maternal care for fetal decelerations during pregnancy	NA
456811011	Maternal care for fetal tachycardia during pregnancy	NA
456812016	Maternal care for fetal acidosis during pregnancy	NA
456831010	Ultrasonic doppler for fetal heart sounds	NA
456842018	Anhydramnios	NA
457034014	Gestation <24 weeks	NA
457035010	Gestation = 24 weeks	NA
457036011	Gestation >24 weeks	NA
457458015	CSF (cerebrospinal fluid) lactate level	NA
458021011	Serum alpha foetoprotein mean of median	NA
458192011	Fluid lactate dehydrogenase level	NA
459591017	Downs screening test	NA
460121000006110	Acute renal failure following labour and delivery	NA
460135012	Domino delivery	NA
460449010	Normal pregnancy	NA
460450010	[V]First normal pregnancy supervision	NA
460451014	[V]Other normal pregnancy supervision	NA
460452019	[V]Pregnancy confirmed	NA
460453012	[V]Pregnant state, incidental	NA
460454018	[V]Supervision of other normal pregnancy	NA
460455017	Finding related to pregnancy	NA
460456016	[V]Unspecified pregnant state	NA
460457013	Supervision of high risk pregnancy	NA
460458015	[V]Pregnancy with history of infertility	NA
460459011	A/N care: H/O trophoblastic disease	NA
460460018	[V]Pregnancy with history of abortion	NA
460461019	[V]Grand multiparity	NA
460462014	[V]Pregnancy with other poor obstetric history	NA
460463016	[V]Pregnancy with other poor reproductive history	NA
460465011	Supervision of high risk pregnancy for primigravida age 15 years or younger	NA
460466012	Supervision of high risk pregnancy for social problem	NA
460467015	[V]Other specified high-risk pregnancy	NA
460468013	High risk pregnancy	NA
460528011	[V]Outcome of delivery	NA
460529015	[V]Single live birth	NA
460537011	[V]Other specified outcome of delivery	NA
460538018	[V]Unspecified delivery outcome	NA
460539014	[V]Antenatal screening	NA
460540011	[V]Amniocentesis to screen for chromosomal anomalies	NA
460542015	[V]Other screening based on amniocentesis	NA
460543013	[V]Screening for malformations using ultrasonics	NA
460544019	[V]Screening for fetal growth retardation using ultrasonics	NA
460545018	[V]Screening for isoimmunisation	NA
460547014	[V]Other specified antenatal screening	NA
460548016	[V]Unspecified antenatal screening	NA
460817017	Psychosocial problems related to unwanted pregnancy	NA
460986015	[V]Multiparity	NA
460988019	[V]Illegitimate pregnancy	NA
460991019	[V]Other unwanted pregnancy	NA
4610831000006114	Abnormal amniotic fluid microscopy	NA
4610911000006110	Abnormal amniotic fluid chemistry	NA
4610951000006111	Amniotic fluid palmitic acid	NA
4611091000006111	Trisomy 21 in amniotic foetal cell	NA
461389014	[X]Supervision of other normal pregnancy	NA
461391018	[X]Supervision of other high-risk pregnancies	NA
461392013	[X]Other antenatal screening based on amniocentesis	NA
461395010	[X]Other antenatal screening	NA
4625061000006110	No antenatal care	NA
4625071000006115	Antenatal care: not offered	NA
4625081000006117	Antenatal care: not wanted	NA
4625091000006119	Antenatal care: not attended	NA
4676681000006115	Elective caesarean section	NA
4676701000006117	Elective cesarean delivery	NA
4676721000006110	Elective upper segment caesarean section	NA
4676811000006111	Midforceps cephalic delivery with rotation	NA
4676971000006113	ND - Normal delivery	NA
476066010	Illegitimate pregnancy	NA
476186012	Sickle cell screening test	NA
477413013	Hydrops fetalis due to isoimmunisation	NA
478421000006110	Alpha-feto protein equivocal	NA
478431000006113	Alpha-feto protein low	NA
478451000006118	Alpha-feto protein NOS	NA
478461000006116	Alpha-feto protein raised	NA
478471000006111	Alpha-fetoprotein test - antenatal	NA
479251000006111	Amnicator test	NA
479381000006113	Amniotic cavity and membrane problem NOS with a/n problem	NA
479521000006116	Amniotic fluid - abnormality	NA
479531000006118	Amniotic fluid - blood stained	NA
4795381000006117	Threatened premature labor - not delivered	NA
4795481000006114	History of recurrent miscarriage - delivered	NA
4796401000006112	Thyroid dysfunction in the puerperium - baby delivered during previous episode of care	NA
4796981000006113	Normal delivery but ante- or post- natal conditions present	NA
4798221000006117	Labour and delivery complication by meconium in amniotic fluid	NA
479841000006113	Amniotic fluid pulmonary embolism - delivered with postnatal complication	NA
479891000006116	Amniotic fluid pulmonary embolism with antenatal complication	NA
479911000006119	Amniotic fluid sent for exam.	NA
4799871000006111	Umbilical cord tight around neck - delivered	NA
4801211000006117	Spinal and epidural anesthesia-induced headache during labor and delivery	NA
4801431000006110	Delivered by mid-cavity forceps with rotation	NA
4801461000006118	Deliveries by caesarean	NA
4801471000006113	Deliveries by cesarean	NA
4801481000006111	Cesarean delivery	NA
4801511000006115	Cesarean delivery - delivered	NA
4801551000006119	Delivery by elective cesarean section	NA
4801571000006112	Delivery by emergency cesarean section	NA
480821000006118	Anaemia in the puerperium - baby delivered during current episode of care	NA
480831000006115	Anaemia in the puerperium - baby delivered during previous episode of care	NA
483053014	Bleeding in early pregnancy	NA
483054015	Haemorrhage in early pregnancy	NA
4833441000006112	Fetal or neonatal effect of placental damage caused by caesarean section	NA
4834681000006117	Fetal or neonatal effect of forceps delivery	NA
4834731000006110	Fetal or neonatal effect of vacuum extraction delivery	NA
4834781000006111	Fetal or neonatal effect of caesarean section	NA
4835111000006119	Fetal or neonatal effect of precipitate delivery	NA
4835441000006113	Fetal or neonatal effect of instrumental delivery	NA
483747019	Multiparous	NA
485321000006115	Ante-natal care: not attended	NA
485331000006117	Ante-natal care: not offered	NA
485341000006110	Ante-natal care: not wanted	NA
485351000006112	Antenatal exercises	NA
485361000006114	Ante-natal relaxation classes	NA
485401000006116	Antenatal blood group screening	NA
485407010	Placenta accreta without haemorrhage	NA
485550015	Malformation of placenta	NA
485561000006119	Antenatal examination	NA
485581000006112	Antenatal sickle cell screening	NA
485591000006110	Antenatal syphilis screening	NA
485601000006119	Antenatal syphilis screen NOS	NA
485621000006112	Antenatal ultrasound confirms intrauterine pregnancy	NA
485641000006117	Antenatal ultrasound scan status	NA
485691000006114	Antenatal ultrasound scan 4-8 weeks	NA
485721000006116	Antepartum haemorrhage NOS	NA
485801000006118	Antepartum haemorrhage with coagulation defect - not delivered	NA
485941000006114	Antepartum haemorrhage with uterine leiomyoma - not delivered	NA
485971000006118	Antepartum haemorrhage, abruptio placentae and placenta praevia	NA
485971018	Antepartum haemorrhage	NA
486071000000115	Serum unconjugated oestriol mean of median measurement	NA
486131000000118	Plasma unconjugated oestriol multiple of median measurement	NA
488904014	Large-for-dates - delivered	NA
490949011	Conjoined twins with two heads	NA
491591000000118	From 9 weeks to <14 weeks gestational age	NA
49189012	Elderly primigravida	NA
494017018	Excessive weight gain in pregnancy	NA
494487019	Fourchette tear during delivery	NA
494622019	Proteinuric hypertension of pregnancy	NA
494641000006117	Aspiration pneumonitis due to anaesthesia during labour and delivery	NA
495022012	Gestational hypertension	NA
495552014	Antenatal deep vein thrombosis	NA
495700011	Fetal blood loss from vasa praevia	NA
495951000006112	Assisted breech delivery	NA
496701000006119	Asymptomatic bacteriuria in pregnancy - delivered with postnatal complication	NA
497301012	Manually assisted vaginal delivery	NA
497838018	Extraperitoneal caesarean section	NA
499316017	Mid-cavity forceps delivery	NA
499664017	Oblique lie	NA
499688015	Premature labour	NA
501402015	Shirodkar suture present	NA
501758012	Fetal haemorrhage into mother's circulation	NA
501763011	Fetal-maternal haemorrhage	NA
502367012	Transverse lie	NA
502879016	Vulval tear during delivery	NA
503324011	Labial tear during delivery	NA
503558016	Patient currently pregnant	NA
503708013	Placenta praevia without haemorrhage	NA
504761000006115	Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication	NA
504791000006111	Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered	NA
504821000006119	Benign essential hypertension complicating pregnancy, childbirth and the puerperium - not delivered	NA
505420016	Unplanned pregnancy	NA
505912012	Fetal placental blood loss	NA
507054013	Unstable lie	NA
507056010	Fetus - unstable lie	NA
5101421000006113	Instrumental delivery	NA
5101431000006111	Nonrotational forceps delivery	NA
5101441000006118	Outlet forceps delivery	NA
5101651000006119	Emergency lower segment caesarean section	NA
5101671000006112	Emergency upper segment caesarean section	NA
5101691000006113	Emergency caesarean hysterectomy	NA
5101711000006111	Elective caesarean hysterectomy	NA
5101831000006113	Placental delivery procedure	NA
5101841000006115	Delivery of placenta	NA
5102051000006115	Manoeuvres for delivery in shoulder dystocia	NA
510531000006113	Bicornuate uterus - baby delivered with postpartum complication	NA
5105411000006115	Placenta adherent to previous caesarean scar	NA
510551000006118	Bicornuate uterus complicating postpartum care - baby delivered during previous episode of care	NA
5105591000006112	Complete breech delivery	NA
510561000006116	Bicornuate uterus complicating antenatal care, baby not yet delivered	NA
5105621000006114	Multiple delivery	NA
5105651000006117	VBAC - Vaginal birth after caesarean section	NA
5105671000006110	Vaginal delivery following previous cesarean section	NA
511769018	Neoplasm of uncertain behaviour of placenta	NA
511991000000117	Delivery of a fraction of total body irradiation	NA
512021000000111	Other specified obstetric doppler ultrasound	NA
512031000000113	Obstetric doppler ultrasound NOS	NA
512061000000115	Doppler ultrasound scan of middle cerebral artery of fetus	NA
518471000006110	Blood sent: alpha-feto protein	NA
5215451000006119	Entire delivered uterus	NA
524761000006114	Braxton Hicks contractions	NA
525041000006113	Breast engorgement in pregnancy, the puerperium or lactation - delivered with postnatal complication	NA
525071000006117	Breast engorgement in pregnancy, the puerperium or lactation - delivered	NA
525781000006117	Breech extraction delivery	NA
5264891000006110	Number of live deliveries	NA
5267981000006113	Condition of membranes at delivery	NA
52764015	Asymptomatic bacteriuria in pregnancy	NA
5287101000006115	Lecithin - amniotic	NA
5310801000006116	Number of caesarean sections	NA
532021000006113	Caesarean delivery	NA
532041000006118	Caesarean section following previous caesarean section	NA
532091000006110	Caesarean wound disruption - delivered with postnatal complication	NA
537261000006112	Cardiac complications of anaesthesia during labour and delivery	NA
538391000006111	Care of teeth advice -in preg.	NA
542051000006115	Cephalic vagin deliv abnorm pres head without instrument NOS	NA
542061000006118	Cephalic vagin deliv abnorm pres head without instrument OS	NA
542071000006113	Cephalic vaginal delivery with abnormal presentation of head at delivery without instrument	NA
542081000006111	Cephalic version	NA
542131000006111	Cephalo-pelvic disproportion	NA
542241000006110	Cerclage of cervix of gravid uterus	NA
543691000006112	Cervical incompetence - delivered with postnatal complication	NA
5499431000006110	Labour and delivery complicated by foetal heart rate anomaly	NA
5499451000006115	Labour and delivery complicated by fetal heart rate anomaly	NA
5499621000006110	Trauma to perineum and/or vulva during delivery	NA
5505291000006116	Incomplete placenta at delivery	NA
5523911000006110	Delivered by low forceps delivery	NA
5523921000006119	Delivered by mid-cavity forceps delivery	NA
5523931000006116	Deliveries by breech extraction	NA
5560361000006114	Abnormal delivery	NA
5560381000006116	Face delivery	NA
558681000006119	Cleidotomy of fetus to facilitate delivery	NA
5591271000006118	Implanted drug delivery system procedure	NA
5591281000006115	Implantation of drug delivery reservoir	NA
56041000006118	Xiphoid- and pelvis-joined twins	NA
5608891000006119	Normal rate of delivery	NA
562571000000116	Partner pregnant	NA
5646821000006112	Sex of baby at delivery	NA
567541000000113	Seen in fetal medicine clinic	NA
57021000006111	Varicose veins of perineum and vulva in pregnancy and the puerperium - delivered	NA
57031000006114	Varicose veins of perineum and vulva in pregnancy and the puerperium - delivered with postnatal complication	NA
57049017	Gestational proteinuria	NA
571041000006111	Central nervous system complications of anaesthesia during labour and delivery	NA
571721000000114	Newborn blood spot screening programme - sickle cell not screened for or screening incomplete	NA
5728741000006115	Breech/instrumental delivery operations	NA
5729301000006111	Hysterectomy in pregnancy	NA
5729981000006118	Fetal head - manual flexion	NA
5730481000006119	Supervision - normal delivery	NA
5730571000006118	Normal delivery - occipitoanterior	NA
5731041000006113	Born after precipitate delivery	NA
5744011000006110	Mother delivered	NA
5744021000006119	Mother not delivered	NA
5744051000006111	Vaginal delivery	NA
5744081000006115	Delivery problem	NA
5753521000006113	Pregnancy	NA
577391000006113	Complication of anaesthesia during labour and deliv unsp	NA
577511000006114	Complications of labour and delivery NOS	NA
577521000006118	Complications of labour and delivery NOS	NA
577541000006113	Complication occurring during labour and delivery	NA
577561000006112	Complications of labour and delivery NOS with antenatal prob	NA
577571000006117	Complications of labour and delivery NOS with p/n problem	NA
577681000006115	Complications of the puerperium NOS - delivered + p/n comp	NA
578681000006116	Congenital abnormality of uterus complicating postpartum care - baby delivered during previous episode of care	NA
578691000006118	Congenital abnormality of uterus complicating antenatal care, baby not yet delivered	NA
578701000006118	Congenital abnormality of uterus - baby delivered with postpartum complication	NA
579811000006119	Congenital absence of umbilical artery, unspecified	NA
580921000006118	Congenital cardiovascular disorder during pregnancy - baby delivered	NA
580931000006115	Congenital cardiovascular disorder during pregnancy - baby not yet delivered	NA
580941000006113	Congenital cardiovascular disorder in the puerperium - baby delivered during current episode of care	NA
580951000006110	Congenital cardiovascular disorder in the puerperium - baby delivered during previous episode of care	NA
585691000006119	Non-manipulative cephalic vaginal delivery with abnormal presentation of head at delivery without instrument	NA
588121000000114	Fetus with cardiovascular abnormality	NA
5904701000006113	Delivered by caesarean section - pregnancy at term	NA
5904711000006111	Delivered by cesarean section - pregnancy at term	NA
5904721000006115	Delivered by caesarean delivery following previous caesarean delivery	NA
5904741000006110	Delivered by caesarean deliv following previous caesarean delivery	NA
5906231000006119	FD - Forceps delivery	NA
599321000006114	Cracked nipple in pregnancy, the puerperium or lactation - delivered with postnatal complication	NA
599351000006117	Cracked nipple in pregnancy, the puerperium or lactation - delivered	NA
6054381000006119	Downs screening test	NA
606751000006116	Cystocele complicating antenatal care - baby not yet delivered	NA
606761000006119	Cystocele complicating postpartum care - baby delivered during previous episode of care	NA
608311000006117	Death from any obstetric cause occurring more than 42 days but less than one year after delivery	NA
612041000006115	Delay deliv after spontaneous or unsp rupture of membranes	NA
612551000006112	Deliv.booking - length of stay	NA
614931000006115	Destruction of fetus to facilitate delivery	NA
615591000006110	Destructive operation for delivery	NA
616151000006118	Diabetes mellitus - unspec whether in pregnancy/puerperium	NA
616191000006112	Diabetes mellitus during pregnancy, childbirth and the puerperium	NA
616211000006113	Diabetes mellitus in pregnancy/childbirth/puerperium NOS	NA
616221000006117	Diabetes mellitus in the puerperium - baby delivered during previous episode of care	NA
616231000006119	Diabetes mellitus in the puerperium - baby delivered during current episode of care	NA
617391000006112	Diagnost endoscopic examination foetus using foetoscope NOS	NA
617891000006117	Diagnostic endoscopic examination fetus using fetoscope NOS	NA
617901000006118	Diagnostic endoscopic examination fetus using fetoscope OS	NA
618001000006115	Diagnostic endoscopic examination of foetus using fetoscope	NA
61871015	Placentography	NA
619201000000110	Seen in foetal medicine clinic	NA
622051000000118	History of gestational diabetes mellitus	NA
62321000000112	Maternity registration	NA
625031000006111	Disproportion - major pelvic abnormality with antenatal problem	NA
625041000006118	Disproportion NOS	NA
6261401000006119	Outcome of delivery - finding	NA
6261431000006110	Fetal gestation at delivery - finding	NA
628311000006111	Down's screening - blood test	NA
628321000006115	Down's screening blood test abnormal	NA
628331000006117	Down's screening blood test normal	NA
628341000006110	Down's screening - blood sent	NA
628351000006112	Downs screening blood test NOS	NA
628561000006119	Drainage of amniotic cavity	NA
628881000006110	Drainage of hydrocephalus of fetus to facilitate delivery	NA
630331000006116	Drug dependence in the puerperium - baby delivered during previous episode of care	NA
631861000006114	Due to deliver - EDC	NA
632731000006118	Antenatal DVT	NA
634181000006111	Hemorrhage in early pregnancy	NA
6357691000006119	Haematoma of caesarean section	NA
637821000006114	Elective lower segment caesarean section	NA
637831000006112	Elective lower uterine segment caesarean section (LSCS)	NA
637851000006117	Elective upper uterine segment caesarean delivery	NA
64001000006115	Congenital or acquired abnormality of vulva complicating antenatal care - baby not yet delivered	NA
64011000006117	Congenital or acquired abnormality of vulva complicating postpartum care - baby delivered during previous episode of care	NA
64031000006111	Congenital or acquired abnormality of vulva - baby delivered with postpartum complication	NA
64071000006114	Vulval and perineal haematoma during delivery	NA
64091000006110	Vulval and perineal haematoma during delivery with postnatal problem	NA
64141000006119	Vulval delivery trauma	NA
64151010	Vomiting during third trimester of pregnancy	NA
6427801000006118	Delivery of vertex presentation	NA
6427811000006115	Delivery of cephalic presentation	NA
64281000006117	Vulval/perineal trauma during delivery NOS	NA
64321000006111	Vulval/perineal trauma during delivery NOS with p/n problem	NA
6451801000006111	Pregnancy delivered	NA
6451811000006114	Delivery	NA
6452101000006113	Caesarean section care	NA
649001000006115	Estimated date of delivery by dates	NA
649011000006117	Estimated date of delivery by scan	NA
650891000006111	Excessive weight gain in pregnancy	NA
6517121000006115	Serum alkaline phosphatase placental enzyme level	NA
6523321000006118	MS alpha-fetoprotein level	NA
6527151000006118	Dilation and curettage of uterus after delivery	NA
653016	Gravida 2	NA
654010	Gravida 3	NA
655011	Gravida 4	NA
65511000006113	Varicose veins of legs in pregnancy and the puerperium - delivered	NA
65521000006117	Varicose veins of legs in pregnancy and the puerperium - delivered with postnatal complication	NA
6557371000006112	Born by normal vagin delivery	NA
656012	Gravida 5	NA
657015	Gravida 6	NA
658013	Gravida 7	NA
65822018	Placentitis	NA
6589571000006118	Finding related to care delivery	NA
659017	Gravida 8	NA
660010	Gravida 9	NA
6601621000006113	LSCS - Lower segment caesarean section	NA
