prodcodeid	productname	priority_2	priority_1
1923541000033110	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge	1	NA
2724841000033118	NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens	1	NA
2724741000033111	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges	1	NA
2017041000033112	NovoPen 3 Classic hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units	1	NA
2088441000033116	NovoPen 3 Demi hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units	1	NA
2017241000033116	NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units	1	NA
2017141000033111	NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units	1	NA
4597041000033115	NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
4597141000033116	NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
10259341000033112	NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
10259441000033120	NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
14008641000033114	NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
14008741000033116	NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
6519641000033112	NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units	1	NA
6519741000033115	NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units	1	NA
14008841000033110	NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units	1	NA
14008941000033120	NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units	1	NA
2625441000033112	Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units	1	NA
2625541000033113	Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units	1	NA
1862241000033117	NovoRapid 100units/ml solution for injection 10ml vials	1	NA
2796641000033115	NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens	1	NA
6456441000033119	NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens	1	NA
1862441000033116	NovoRapid Novolet 100units/ml solution for injection	1	NA
1862341000033110	NovoRapid Penfill 100units/ml solution for injection 3ml cartridges	1	NA
9677141000033116	NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges	1	NA
6006341000033111	NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge	1	NA
6490941000033119	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge	1	NA
6491041000033112	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	1	NA
8538641000033119	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge	1	NA
12380741000033112	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	1	NA
12146841000033116	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	1	NA
12380841000033118	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge	1	NA
6490741000033117	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	1	NA
12380941000033114	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge	1	NA
6490841000033110	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	1	NA
4138941000033118	OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units	1	NA
4139041000033110	OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units	1	NA
2052341000033117	Optipen Pro 1 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units	1	NA
2528041000033115	Penfine  Needles for insulin pens  29g, 10 mm	1	NA
2528141000033116	Penfine  Needles for insulin pens  29g, 12 mm	1	NA
2527841000033114	Penfine  Needles for insulin pens  31g, 6 mm	1	NA
2527941000033118	Penfine  Needles for insulin pens  31g, 8 mm	1	NA
1749441000033116	Pork Actrapid 100units/ml solution for injection 10ml vials	1	NA
763341000033116	Pork Insulatard 100units/ml suspension for injection 10ml vials	1	NA
915641000033117	Pork Mixtard 30 100units/ml suspension for injection 10ml vials	1	NA
11768141000033110	PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	1	NA
11767441000033116	PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	1	NA
11767541000033120	PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	1	NA
11767641000033118	PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	1	NA
11767941000033112	PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	1	NA
1240741000033113	Sabre Disposable  Insulin syringe  0.5 ml	1	NA
1240841000033115	Sabre Disposable  Insulin syringe  1 ml	1	NA
12686641000033112	Semglee 100units/ml solution for injection 3ml pre-filled pens	1	NA
12902541000033110	Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens	1	NA
12902641000033112	Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens	1	NA
1415541000033116	Terumo  Disposable insulin syringe  0.5 ml	1	NA
10494441000033112	Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens	1	NA
12998841000033112	Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens	1	NA
8264141000033116	Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens	1	NA
8264241000033111	Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens	1	NA
8264441000033112	Tresiba Penfill 100units/ml solution for injection 3ml cartridges	1	NA
9707541000033114	TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	1	NA
9707641000033110	TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	1	NA
9707741000033118	TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	1	NA
9707841000033112	TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	1	NA
13939841000033118	Trurapi 100units/ml solution for injection 10ml vials	1	NA
13861141000033114	Trurapi 100units/ml solution for injection 3ml cartridges	1	NA
13861241000033120	Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens	1	NA
4825441000033110	TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge	1	NA
1480641000033111	U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.3 ml, 0.36 mm/28g	1	NA
1480741000033119	U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.3 ml, 0.4 mm/27g	1	NA
1480841000033112	U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.3 ml, 0.45 mm/26g	1	NA
1481241000033118	U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.5 ml, 0.45 mm/26g	1	NA
1703741000033119	U100 Insulin Sterile, Single Use  Syringes with 12mm needle  1 ml, 0.45 mm/26g	1	NA
3111241000033112	U100 Insulin Sterile, Single Use  Syringes with 8mm needles  0.3 ml, 0.33 mm/29g	1	NA
3111341000033119	U100 Insulin Sterile, Single Use  Syringes with 8mm needles  0.5 ml, 0.33 mm/29g	1	NA
3111141000033117	U100 Insulin Sterile, Single Use  Syringes with 8mm needles  1 ml, 0.33 mm/29g	1	NA
1481341000033111	U100 Insulin Sterile, Single Use  Syringes with needle  0.36 x 13 mm/28g ref no443723113	1	NA
2954841000033111	Ultratard 100units/ml suspension for injection 10ml vials	1	NA
1490141000033119	Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge	1	NA
2011741000033118	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	1	NA
8586041000033117	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	1	NA
12518941000033112	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge	1	NA
6535141000033111	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	1	NA
2719341000033116	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	1	NA
2011641000033110	Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	1	NA
6535641000033118	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge	1	NA
10019141000033112	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	1	NA
12519341000033120	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge	1	NA
6535241000033116	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge	1	NA
6535341000033114	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge	1	NA
6535541000033119	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge	1	NA
14026841000033116	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge	1	NA
14027041000033112	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge	1	NA
14027141000033112	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge	1	NA
2954641000033110	Velosulin 100units/ml solution for injection 10ml vials	1	NA
10044641000033114	Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens	1	NA
